title,dtime,tag,link
富士康“自愿加班”的真相,2015-10-09 10:56,富士康  ,https://www.jianjiaobuluo.com/content/3315
触电,2015-10-08 16:00,小磊打工记  ,https://www.jianjiaobuluo.com/content/3308
盘点罢工工人被刑拘事件：我们唯有团结...,2015-10-08 14:57,罢工  ,https://www.jianjiaobuluo.com/content/3311
为什么我反对大部分“女性防狼守则” ,2015-10-08 10:12,性骚扰  ,https://www.jianjiaobuluo.com/content/3307
当我们抱怨探亲假时，我们在渴望什么,2015-10-07 00:00,探亲假  ,https://www.jianjiaobuluo.com/content/3290
打工女孩：奋斗！为了小小的心愿,2015-10-07 00:00,打工  ,https://www.jianjiaobuluo.com/content/3298
农民工讨薪涉嫌非法拘禁遭逮捕，富士康...,2015-10-06 00:00,非法拘禁  ,https://www.jianjiaobuluo.com/content/3267
打工“辛”路：那时我刚进厂,2015-10-06 00:00,打工  ,https://www.jianjiaobuluo.com/content/3297
北京的村庄，在封闭中走向消亡,2015-10-05 10:00,村庄  ,https://www.jianjiaobuluo.com/content/3254
大龄女工的艰辛——聊聊我的母亲,2015-10-05 00:00,农民工  ,https://www.jianjiaobuluo.com/content/3296
五环之外：你知道的首都只是北京的一半,2015-10-04 10:00,北京  ,https://www.jianjiaobuluo.com/content/3249
玩具人生：疼痛中谋生的喷油工，是生活...,2015-10-04 00:00,工人  ,https://www.jianjiaobuluo.com/content/3286
郑小琼谈《女工记》：每个人的名字都意...,2015-10-03 00:00,女工  ,https://www.jianjiaobuluo.com/content/3235
玩具人生：怒吼下的恐惧和压抑,2015-10-03 00:00,工人  ,https://www.jianjiaobuluo.com/content/3281
郑小琼谈《女工记》：脸谱之下，我们都...,2015-10-02 00:00,女工  ,https://www.jianjiaobuluo.com/content/3232
玩具人生：在沉默的移印组，我们就像被...,2015-10-02 00:00,工人  ,https://www.jianjiaobuluo.com/content/3279
爱心众筹,2015-10-01 17:15,小磊打工记  ,https://www.jianjiaobuluo.com/content/3303
郑小琼谈《女工记》：我只是默默在纸上...,2015-10-01 00:00,女工  ,https://www.jianjiaobuluo.com/content/3231
玩具人生：海蓝色坠珠映出亲人的笑靥,2015-10-01 00:00,工人  ,https://www.jianjiaobuluo.com/content/3276
女性在中国真的不受歧视了？数字会说话...,2015-09-30 10:27,性别平等  ,https://www.jianjiaobuluo.com/content/3270
今夜月圆人尽望，一片惦念寄何方？——...,2015-09-30 09:49,留守儿童 ,https://www.jianjiaobuluo.com/content/3272
那些被家暴的女人们——我觉得，我们不...,2015-09-29 16:43,家暴  ,https://www.jianjiaobuluo.com/content/3264
习大大都去主持全球妇女峰会了，你还搞...,2015-09-29 15:36,女权  ,https://www.jianjiaobuluo.com/content/3245
朋友们，工伤工友收到了大家赠送的月饼...,2015-09-28 12:30,工伤  ,https://www.jianjiaobuluo.com/content/3243
习近平：中国将向联合国妇女署捐款1000...,2015-09-28 11:56,联合国  ,https://www.jianjiaobuluo.com/content/3241
减少性侵害事件，别总教女生怎么防狼,2015-09-27 10:00,性侵害  ,https://www.jianjiaobuluo.com/content/3213
"80后未富,反倒愁起了养老",2015-09-26 10:00,养老  ,https://www.jianjiaobuluo.com/content/3203
图说义乌一一车间里的童年,2015-09-26 10:00,义乌  ,https://www.jianjiaobuluo.com/content/3205
谁和穷人过不去？,2015-09-26 10:00,穷人  ,https://www.jianjiaobuluo.com/content/3220
富士康工人：坚持玩游戏是因为它是最便...,2015-09-24 18:31,富士康  ,https://www.jianjiaobuluo.com/content/3195
小镇上的女人,2015-09-24 18:00,女性  ,https://www.jianjiaobuluo.com/content/3221
老板闭嘴了,2015-09-24 17:40,小磊打工记  ,https://www.jianjiaobuluo.com/content/3222
邮政的脸都绿了你造吗！！——马户开庭...,2015-09-24 10:00,性别歧视  ,https://www.jianjiaobuluo.com/content/3214
“为啥一定要瘦成一道闪电？！”从买衣...,2015-09-24 10:00,原创  性别歧视  ,https://www.jianjiaobuluo.com/content/3211
别傻了，美白广告都在骗你,2015-09-23 14:45,肤色  ,https://www.jianjiaobuluo.com/content/3202
外媒探访北京防空洞“鼠族”：几乎没有...,2015-09-23 13:51,防空洞  ,https://www.jianjiaobuluo.com/content/3198
瑞典试行六小时工作制啦！你觉得可行吗...,2015-09-23 11:48,6小时工时制  ,https://www.jianjiaobuluo.com/content/3199
图片故事：尘肺病阴影下的生活,2015-09-23 11:14,尘肺病  ,https://www.jianjiaobuluo.com/content/3197
带你走进富士康年轻人居住的工人社区,2015-09-22 16:13,富士康  ,https://www.jianjiaobuluo.com/content/3192
【图片故事】我们的出租屋,2015-09-22 15:00,出租屋  ,https://www.jianjiaobuluo.com/content/3187
女工什么时候才能买得起自己生产的衣服...,2015-09-22 13:04,女工  ,https://www.jianjiaobuluo.com/content/3185
我亲历的留守儿童生活，没有一点安全感...,2015-09-21 16:34,女工心声  ,https://www.jianjiaobuluo.com/content/3179
这20年，深圳的平均工资是怎么涨到7631...,2015-09-21 13:45,平均工资 ,https://www.jianjiaobuluo.com/content/3176
月经禁忌：我们的文化是如何制造月经羞...,2015-09-17 18:52,,https://www.jianjiaobuluo.com/content/3168
灰太狼,2015-09-17 16:00,小磊打工记  ,https://www.jianjiaobuluo.com/content/3151
悬于天际的吊桥工 ,2015-09-16 15:04,吊桥工  ,https://www.jianjiaobuluo.com/content/3155
鞋厂女工为加班嗑药提神被抓，然而她们...,2015-09-16 13:57,,https://www.jianjiaobuluo.com/content/3153
广州养老金补差政策制定中？早干嘛去了...,2015-09-15 10:30,养老金  ,https://www.jianjiaobuluo.com/content/3136
启蒙：村庄里的岛——记我的母校红星小...,2015-09-15 00:00,教育  ,https://www.jianjiaobuluo.com/content/3131
人民日报，与其年年微博煲鸡汤，不如呼...,2015-09-14 19:42,环卫工 ,https://www.jianjiaobuluo.com/content/3134
行走的岁月：在富士康 ,2015-09-14 10:52,富士康 ,https://www.jianjiaobuluo.com/content/3123
假装自己是资本家的工人 ,2015-09-11 17:34,,https://www.jianjiaobuluo.com/content/3104
“寒地苦荞”贵州乡村女教师采访记,2015-09-11 15:13,乡村教师  ,https://www.jianjiaobuluo.com/content/3108
苹果发布了新款iPhone，但你知道生产手...,2015-09-10 19:19,富士康  ,https://www.jianjiaobuluo.com/content/3113
教师节，让我们看见教育界的“派遣工”,2015-09-09 18:15,代课教师  ,https://www.jianjiaobuluo.com/content/3106
杨锦麟：悲愤！竟有人多次冒领环卫工人...,2015-09-09 11:43,环卫工 ,https://www.jianjiaobuluo.com/content/3097
北京邮政竟然说：让女性做快递员就是违...,2015-09-09 11:23,性别偏见 ,https://www.jianjiaobuluo.com/content/3096
广州退休金只有900块？政策习惯性迟到，...,2015-09-08 17:29,退休金 ,https://www.jianjiaobuluo.com/content/3089
工人领袖何正文：唤醒他人就是拯救自己...,2015-09-08 17:08,工人领袖 ,https://www.jianjiaobuluo.com/content/3092
我是非京籍，爸爸妈妈我想上学,2015-09-08 10:28,打工子女入学 ,https://www.jianjiaobuluo.com/content/3087
珠三角第一代农民工调查:城市啊！你拿什...,2015-09-07 18:15,第一代农民工养老 ,https://www.jianjiaobuluo.com/content/3084
员工福利,2015-09-07 16:00,小磊打工记  ,https://www.jianjiaobuluo.com/content/3079
未成年女工，在莞鞋厂务工60天患白血病...,2015-09-07 13:49,职业病 ,https://www.jianjiaobuluo.com/content/3076
要允许一部分人不欢庆阅兵,2015-09-07 11:53,阅兵 ,https://www.jianjiaobuluo.com/content/3074
生孩子这么贵！咋办？生育保险来帮你！,2015-09-07 09:00,怀孕 ,https://www.jianjiaobuluo.com/content/3059
国产动画片的真相竟然是这样，惊呆了！,2015-09-06 17:33,女权  ,https://www.jianjiaobuluo.com/content/3067
我为天路挖桩洞：在“十八层地狱”干活...,2015-09-06 12:25,建筑工 ,https://www.jianjiaobuluo.com/content/3062
他们穷不是因为他们不努力,2015-09-06 12:10,劳工　 ,https://www.jianjiaobuluo.com/content/3061
打工诗：惧做养蚕人,2015-09-05 10:00,诗歌 ,https://www.jianjiaobuluo.com/content/3048
反家暴法草案进入一审，但以下情况，你...,2015-09-04 17:00,反家暴 ,https://www.jianjiaobuluo.com/content/3039
"东莞工人""一夫多妻""普遍？网友：媒体你...",2015-09-02 13:08,东莞 ,https://www.jianjiaobuluo.com/content/3046
遭遇性骚扰：诉说！直到打破沉默的那一...,2015-09-02 12:56,性骚扰 ,https://www.jianjiaobuluo.com/content/3045
开学季：老张四处奔波，为何让孩子在城...,2015-09-01 17:05,打工子女入学 ,https://www.jianjiaobuluo.com/content/3037
除了废除嫖宿幼女罪，此次刑法修改还说...,2015-09-01 16:18,嫖宿幼女罪  ,https://www.jianjiaobuluo.com/content/3035
TED讲者丁丽专访：女工遇到的困难比通常...,2015-09-01 13:41,女工  ,https://www.jianjiaobuluo.com/content/3031
当工人阶级还是领导阶级的日子,2015-08-31 18:25,工人  ,https://www.jianjiaobuluo.com/content/3029
中国在凉山：最悲伤作文将面临最悲哀结...,2015-08-31 15:05,凉山 ,https://www.jianjiaobuluo.com/content/3024
16岁那年的寻工惊魂,2015-08-29 10:00,,https://www.jianjiaobuluo.com/content/3008
漫画：阴历七月半的禁忌，你信了吗？,2015-08-28 16:55,漫画 尖椒漫画 尖椒tv ,https://www.jianjiaobuluo.com/content/3015
民办教师：我们为什么要上访,2015-08-28 11:04,上访 ,https://www.jianjiaobuluo.com/content/3013
第一次打工，梦想碎了一地,2015-08-28 10:28,打工  ,https://www.jianjiaobuluo.com/content/3006
盐场女工：黝黑的脸“换来”雪白的盐,2015-08-27 16:45,女工  ,https://www.jianjiaobuluo.com/content/3010
最低工资,2015-08-27 16:00,小磊打工记  ,https://www.jianjiaobuluo.com/content/2986
泪目！穿越完深圳35年来的房价，再想想...,2015-08-27 15:54,房价 最低工资  ,https://www.jianjiaobuluo.com/content/3005
谁按下了中国人的快进键？,2015-08-27 11:16,社会  ,https://www.jianjiaobuluo.com/content/2998
被打压的女工代表赢了！获赔23万元,2015-08-26 14:47,工人维权 ,https://www.jianjiaobuluo.com/content/2979
刑法再无嫖宿幼女，幼男怎么办？,2015-08-26 14:27,嫖宿幼女罪  ,https://www.jianjiaobuluo.com/content/2990
建筑女工的尴尬：一块布隔开的夫妻空间,2015-08-26 13:57,建筑女工 ,https://www.jianjiaobuluo.com/content/2989
一场搅拌：看艺术家如何助力维权,2015-08-26 11:01,维权  ,https://www.jianjiaobuluo.com/content/2978
嫖宿幼女罪：“怪叔叔”性侵犯罪的免死...,2015-08-25 18:10,性侵害  ,https://www.jianjiaobuluo.com/content/2975
周星驰没有告诉高晓，女人不能掌厨当食...,2015-08-25 16:43,就业歧视 ,https://www.jianjiaobuluo.com/content/2973
回不去的故乡：记忆与改变,2015-08-24 14:08,家乡 ,https://www.jianjiaobuluo.com/content/2960
七夕：浪漫背后的辛酸,2015-08-24 10:27,七夕  ,https://www.jianjiaobuluo.com/content/2958
丁丽：我想在城市有个家,2015-08-23 10:00,女工  ,https://www.jianjiaobuluo.com/content/2944
打工夫妻难言的“相思病”——牛郎织女...,2015-08-22 10:00,七夕  ,https://www.jianjiaobuluo.com/content/2942
别让“合法讨薪”成说来轻巧的空话,2015-08-21 17:35,讨薪 ,https://www.jianjiaobuluo.com/content/2948
高校教材污名化同性恋：教育部拒公开内...,2015-08-21 12:10,同性恋  ,https://www.jianjiaobuluo.com/content/2941
当她嫁给她，中国同志婚礼的背后,2015-08-21 09:00,LGBT ,https://www.jianjiaobuluo.com/content/2937
​政治正确童话集之牛郎织女,2015-08-20 16:50,七夕  ,https://www.jianjiaobuluo.com/content/2936
 别人的糖,2015-08-20 16:20,小磊打工记  ,https://www.jianjiaobuluo.com/content/2896
养老保险，我们有话对你说！,2015-08-20 13:29,养老  ,https://www.jianjiaobuluo.com/content/2933
留守儿童的暑假【图说】,2015-08-19 11:39,留守儿童 ,https://www.jianjiaobuluo.com/content/2927
外媒：郑州富士康4天两工人死亡 潘毅：...,2015-08-19 10:58,富士康 ,https://www.jianjiaobuluo.com/content/2921
2.5天假期是福音 还是对打工一族的花样...,2015-08-18 20:00,假期 ,https://www.jianjiaobuluo.com/content/2922
【诗歌】我用灵魂歌唱,2015-08-18 17:00,诗歌 ,https://www.jianjiaobuluo.com/content/2915
快来看，这六个大城市“半径3公里”的距...,2015-08-18 13:55,天津爆炸 ,https://www.jianjiaobuluo.com/content/2912
中国新工人：现状与未来,2015-08-17 18:00,新工人 ,https://www.jianjiaobuluo.com/content/2902
老人为给儿女减负自焚：养老重负如何减...,2015-08-17 13:49,养老  ,https://www.jianjiaobuluo.com/content/2900
建筑女工的日常生活,2015-08-17 11:19,建筑女工 ,https://www.jianjiaobuluo.com/content/2897
天津爆炸：你必须知道的几个事,2015-08-14 12:01,天津爆炸 ,https://www.jianjiaobuluo.com/content/2884
加班不给加班费,2015-08-13 17:00,,https://www.jianjiaobuluo.com/content/2863
从致丽大火到天津爆炸，我们何时才能远...,2015-08-13 16:04,天津爆炸 ,https://www.jianjiaobuluo.com/content/2878
别以“保护”为名谴责受害者，23条关于...,2015-08-12 13:01,性侵害  ,https://www.jianjiaobuluo.com/content/2868
打工者镜头中的打工者,2015-08-12 11:34,外出务工 ,https://www.jianjiaobuluo.com/content/2865
别让你的女儿成为“乖女孩”！,2015-08-11 10:39,性别平等 ,https://www.jianjiaobuluo.com/content/2852
双喜村的眼泪：尘肺工人的生与死,2015-08-10 18:00,尘肺病 ,https://www.jianjiaobuluo.com/content/2847
"觉得这个""无妈村""很可怜？对不起，你上...",2015-08-10 12:37,拐卖妇女 ,https://www.jianjiaobuluo.com/content/2844
5名留守儿童的夏天【组图】,2015-08-10 11:07,留守儿童 ,https://www.jianjiaobuluo.com/content/2841
微笑前行——写在服装厂开工之际,2015-08-08 10:00,诗歌 ,https://www.jianjiaobuluo.com/content/2793
意外怀孕结婚是古老风俗？青杏评16岁少...,2015-08-07 13:32,避孕 ,https://www.jianjiaobuluo.com/content/2833
饭菜真的“就是这个味儿”？,2015-08-06 16:30,小磊打工记  ,https://www.jianjiaobuluo.com/content/2815
大球星C罗街头要饭无人问津？你信吗？,2015-08-06 12:03,代工厂 ,https://www.jianjiaobuluo.com/content/2823
女权不仅是主义，她还是生活,2015-08-06 11:12,女权  ,https://www.jianjiaobuluo.com/content/2822
利得女工：抗争十个月，我们维权成功了,2015-08-05 14:49,利得女工 ,https://www.jianjiaobuluo.com/content/2819
"写出""最悲伤作文""女孩：我不怕",2015-08-05 10:24,孤儿 ,https://www.jianjiaobuluo.com/content/2817
胸部不是武器，但又是什么？,2015-08-04 16:02,女性自主 ,https://www.jianjiaobuluo.com/content/2808
单身女性不能冻卵？这可是单身歧视,2015-08-04 10:00,单身  ,https://www.jianjiaobuluo.com/content/2799
为什么被拐卖的女孩子一般逃不掉？,2015-08-03 15:30,拐卖妇女 ,https://www.jianjiaobuluo.com/content/2787
妇女组织为什么对刑法修正案说不？最后...,2015-08-03 15:20,刑法修正案 ,https://www.jianjiaobuluo.com/content/2795
她，给了我没有任何添加剂的快乐,2015-08-03 12:07,女工故事 ,https://www.jianjiaobuluo.com/content/2788
那些被粉尘爆炸、工厂大火吞噬的生命 ，...,2015-08-02 10:36,昆山爆炸 ,https://www.jianjiaobuluo.com/content/2785
我要赶紧向母星报告这个让人错愕的地球...,2015-08-01 09:00,奇葩  ,https://www.jianjiaobuluo.com/content/2779
总有一种力量骗得我们泪流满面！,2015-07-31 13:07,感动 ,https://www.jianjiaobuluo.com/content/2778
郜艳敏：我现在出门都害怕,2015-07-31 09:00,拐卖妇女 ,https://www.jianjiaobuluo.com/content/2775
未婚生子众筹妈妈：“对我最大的伤害是...,2015-07-30 16:06,未婚生子 ,https://www.jianjiaobuluo.com/content/2773
克扣实习工资的企业不是好学校,2015-07-30 16:00,小磊打工记  ,https://www.jianjiaobuluo.com/content/2769
关于国际接轨的事情：凡有利穷人的都不...,2015-07-30 10:00,接轨 ,https://www.jianjiaobuluo.com/content/2743
黑色荒诞：在郜艳敏的故事背后,2015-07-29 19:00,拐卖妇女 ,https://www.jianjiaobuluo.com/content/2766
所有人的恶与痛：河北被拐卖女性竟成最...,2015-07-29 15:20,拐卖妇女 ,https://www.jianjiaobuluo.com/content/2763
被拐女成“最美乡村女教师”是国家耻辱...,2015-07-29 12:05,拐卖妇女 ,https://www.jianjiaobuluo.com/content/2747
外出打工者的“柜族”生活,2015-07-29 11:10,外出打工者 ,https://www.jianjiaobuluo.com/content/2745
工资都去哪儿了,2015-07-29 10:00,工资 ,https://www.jianjiaobuluo.com/content/2740
东北工人，走过辉煌【图说】,2015-07-28 14:35,工人  ,https://www.jianjiaobuluo.com/content/2734
真相！懒惰是一种意识形态,2015-07-28 11:44,懒 ,https://www.jianjiaobuluo.com/content/2731
【诗歌】金属——“笨拙的金属融入城市...,2015-07-27 17:42,诗歌 ,https://www.jianjiaobuluo.com/content/2728
烧烤天，你可以避暑，工人在干啥？,2015-07-27 12:51,高温津贴 ,https://www.jianjiaobuluo.com/content/2720
【诗歌】猫——“宣炉的灰上隔纱，它慵...,2015-07-25 11:00,诗歌 ,https://www.jianjiaobuluo.com/content/2712
拾荒女和她在上海的“窝”,2015-07-24 13:36,拾荒 ,https://www.jianjiaobuluo.com/content/2706
年内“全面开放二胎”？为何女人忧心忡...,2015-07-24 13:04,二胎 ,https://www.jianjiaobuluo.com/content/2705
太晚了！二胎政策放开也然并卵,2015-07-23 18:32,计划生育 ,https://www.jianjiaobuluo.com/content/2699
两个搬家工人的故事（纪实）,2015-07-23 18:21,搬运工 ,https://www.jianjiaobuluo.com/content/2698
尘肺病患者谭丛贵：我一定要笑着死去,2015-07-23 11:04,尘肺病 ,https://www.jianjiaobuluo.com/content/2684
强身健体，爱护自己,2015-07-23 10:30,小磊打工记  ,https://www.jianjiaobuluo.com/content/2646
无根的浮萍：暑期工谈新生代工人,2015-07-22 16:38,新生代工人 ,https://www.jianjiaobuluo.com/content/2680
看见工厂性骚扰：被谴责的受害者,2015-07-22 15:27,性骚扰 ,https://www.jianjiaobuluo.com/content/2677
看见工厂性骚扰：报警抗争，为讨一个说...,2015-07-22 13:34,性骚扰 ,https://www.jianjiaobuluo.com/content/2675
你真的知道花木兰是个什么样的人吗？,2015-07-21 15:27,贾玲 ,https://www.jianjiaobuluo.com/content/2669
广东省职防院探访小记：被职业病夺去的...,2015-07-20 16:08,职业病 ,https://www.jianjiaobuluo.com/content/2660
要缓解劳务工养老困境，放开个人补缴空...,2015-07-20 11:00,养老  ,https://www.jianjiaobuluo.com/content/2650
我不穿带血的衣服——致品牌优衣库的一...,2015-07-20 10:49,庆盛 ,https://www.jianjiaobuluo.com/content/2649
被机器碾碎的梦想，难以承受的伤痛,2015-07-20 10:35,工伤 ,https://www.jianjiaobuluo.com/content/2648
问过科学家了，她说吃饭真的要给洗碗,2015-07-17 15:04,庆盛 ,https://www.jianjiaobuluo.com/content/2637
打工18年，养老无着落,2015-07-17 14:12,养老  ,https://www.jianjiaobuluo.com/content/2636
关爱留守儿童，我们忽略了什么？,2015-07-17 12:15,留守儿童 ,https://www.jianjiaobuluo.com/content/2634
网友都看哭了：优衣库视频，我们谢谢你...,2015-07-16 19:01,庆盛 ,https://www.jianjiaobuluo.com/content/2628
“用绿豆汤代替高温津贴” 更像一则寓言...,2015-07-16 11:23,高温津贴 ,https://www.jianjiaobuluo.com/content/2626
清洁处处是危机,2015-07-16 11:00,小磊打工记  ,https://www.jianjiaobuluo.com/content/2596
由电影《骄傲》想到：工人阶级不该被冷...,2015-07-15 19:19,电影  ,https://www.jianjiaobuluo.com/content/2623
“优衣库试衣间”已经out了，快来关注“...,2015-07-15 15:14,庆盛 ,https://www.jianjiaobuluo.com/content/2620
看优衣库如何履行社会责任？也这么“流...,2015-07-15 14:55,庆盛 ,https://www.jianjiaobuluo.com/content/2619
农村赌博成风，流行娱乐还是投机泛滥？,2015-07-15 10:36,农村 ,https://www.jianjiaobuluo.com/content/2613
不合理！女职工生育凭什么要“被计划”...,2015-07-14 18:08,生育  ,https://www.jianjiaobuluo.com/content/2611
理发、穿衣、上厕所都要管！？你受得了...,2015-07-14 17:51,规定 ,https://www.jianjiaobuluo.com/content/2610
已驱散的噩梦：我的25年妓女生涯,2015-07-14 13:06,原创翻译 ,https://www.jianjiaobuluo.com/content/2600
为你画下你的四岁，我的四年,2015-07-14 10:00,亲子 ,https://www.jianjiaobuluo.com/content/2597
我为什么选择做个胖女人？,2015-07-13 16:51,减肥 ,https://www.jianjiaobuluo.com/content/2579
李姐：艰辛维权路，只为争口气,2015-07-13 14:00,维权  ,https://www.jianjiaobuluo.com/content/2584
城中村里的守望：打工妈妈互助庇护彼此...,2015-07-13 13:24,打工妈妈 ,https://www.jianjiaobuluo.com/content/2580
农村孩子如何应对由进城上学带来生活上...,2015-07-13 11:16,农村孩子 ,https://www.jianjiaobuluo.com/content/2576
“时代女工” 难留深圳：拼命干也留不下...,2015-07-12 09:00,,https://www.jianjiaobuluo.com/content/2562
留守儿童都在想什么？她们的画告诉你答...,2015-07-11 12:00,留守儿童 ,https://www.jianjiaobuluo.com/content/2535
外出打工者：家乡如何承载我们的梦想？,2015-07-11 09:00,外出打工者 ,https://www.jianjiaobuluo.com/content/2532
母女讨薪记——资本家为何可以藐视法律,2015-07-10 14:46,讨薪 ,https://www.jianjiaobuluo.com/content/2567
【诗歌】流水线插件女工——“走失的青...,2015-07-10 11:18,诗歌 ,https://www.jianjiaobuluo.com/content/2563
带着“陪读狗”的留守儿童，与不平坦的...,2015-07-10 10:26,留守儿童 ,https://www.jianjiaobuluo.com/content/2561
【组图】中国女工与她制作的精美昂贵的...,2015-07-09 16:27,女工故事 ,https://www.jianjiaobuluo.com/content/2559
他强奸了我，和你想象的不一样！,2015-07-09 12:40,性侵害  强奸 ,https://www.jianjiaobuluo.com/content/2550
为让妻儿顺利落户深圳 优秀保安员成“抗...,2015-07-09 12:04,户籍 ,https://www.jianjiaobuluo.com/content/2549
躲开尘肺这个鬼,2015-07-09 11:08,小磊打工记  ,https://www.jianjiaobuluo.com/content/2546
为什么不穿胸罩出门，就让我失去自然和...,2015-07-09 10:00,女性健康 无胸罩日 ,https://www.jianjiaobuluo.com/content/2542
打工女作家唐诗：见缝插针式的坚持阅读...,2015-07-08 12:53,打工作家 ,https://www.jianjiaobuluo.com/content/2531
“换花草”自由决定性别？神话源于重男...,2015-07-08 10:38,女权  性别歧视 ,https://www.jianjiaobuluo.com/content/2530
让农民工老有所养：考验着深圳这个城市...,2015-07-08 10:27,第一代农民工养老 养老金 ,https://www.jianjiaobuluo.com/content/2527
那群在工厂被剥削，权益被侵害的庆盛女...,2015-07-07 18:21,庆盛 ,https://www.jianjiaobuluo.com/content/2507
维护劳工权益，新媒体何为？——对五个...,2015-07-07 17:18,维权 传媒 ,https://www.jianjiaobuluo.com/content/2509
张萌：从流水线走向直销，她选择了什么...,2015-07-07 16:16,直销 ,https://www.jianjiaobuluo.com/content/2522
“还我血汗钱”老板跑路，劳动局再三敷...,2015-07-06 16:48,欠薪 ,https://www.jianjiaobuluo.com/content/2506
高电话费，已经造成一代甚至几代没有亲...,2015-07-06 15:33,电话费 ,https://www.jianjiaobuluo.com/content/2487
多年与性侵害战斗，我不再为被伤害而羞...,2015-07-06 11:00,女权  性别平等 ,https://www.jianjiaobuluo.com/content/2499
致我的农民工父亲,2015-07-05 17:06,农民工  ,https://www.jianjiaobuluo.com/content/2473
屈卫东：职业病工人的未来之路,2015-07-05 10:00,养老保险 ,https://www.jianjiaobuluo.com/content/2467
保护靠不住 女工要自助 ,2015-07-05 00:00,女职工保护 ,https://www.jianjiaobuluo.com/content/2475
廖伟棠：我作为留守儿童的亲身经历,2015-07-04 10:00,留守儿童 ,https://www.jianjiaobuluo.com/content/2458
一个真相：牛油果背后是黑暗残酷的世界,2015-07-04 10:00,食物 ,https://www.jianjiaobuluo.com/content/2466
高龄农民工:未满年限无养老金,2015-07-03 11:10,高龄农民工 ,https://www.jianjiaobuluo.com/content/2485
【东莞东城】工伤者跳楼自杀，是谁在杀...,2015-07-03 10:48,工伤  ,https://www.jianjiaobuluo.com/content/2483
钱去哪儿了：制造业人工已逼近台湾，可...,2015-07-03 10:24,工资 ,https://www.jianjiaobuluo.com/content/2480
武汉富士康生活圈调查：与流水线相伴的...,2015-07-02 17:26,,https://www.jianjiaobuluo.com/content/2478
我们采访了9个女人和她们的月经,2015-07-02 16:33,,https://www.jianjiaobuluo.com/content/2476
80后尘肺父亲：一个故事和一些思考,2015-07-02 15:41,职业病 ,https://www.jianjiaobuluo.com/content/2470
“黑手变头家”：学好技术然后自己做老...,2015-07-02 12:13,创业  ,https://www.jianjiaobuluo.com/content/2463
拾金不昧,2015-07-02 11:50,小磊打工记  ,https://www.jianjiaobuluo.com/content/2454
同一份简历，只要性别“女”换成“男”...,2015-07-01 13:40,性别歧视 ,https://www.jianjiaobuluo.com/content/2452
【女工口述】东莞女工：工作18年，社保...,2015-07-01 12:53,补缴社保 ,https://www.jianjiaobuluo.com/content/2451
吴晓波：邬霞的吊带裙,2015-06-30 17:14,邬霞 ,https://www.jianjiaobuluo.com/content/2446
环卫工人暑热累倒不敢就医尴尬了谁？,2015-06-30 14:40,环卫工人 ,https://www.jianjiaobuluo.com/content/2443
广州市人社局生育保险新政拒妇女组织建...,2015-06-30 14:22,生育保险新政 ,https://www.jianjiaobuluo.com/content/2442
萤火虫：外来工的养老是政府不可避免的...,2015-06-30 09:53,养老  ,https://www.jianjiaobuluo.com/content/2436
在中国古代，郑板桥、纪晓岚都写到同性...,2015-06-29 15:41,同性恋  ,https://www.jianjiaobuluo.com/content/2428
妈妈去哪儿了？从失母儿童谈打工妈妈的...,2015-06-29 14:48,打工妈妈 ,https://www.jianjiaobuluo.com/content/2426
孤立无援的个人，城市里的打工者,2015-06-29 14:27,,https://www.jianjiaobuluo.com/content/2425
重建家园--让留守这个字眼消亡,2015-06-28 10:00,留守儿童 ,https://www.jianjiaobuluo.com/content/2397
杀人的最低工资——跨代欠的血债，留守...,2015-06-27 10:00,最低工资  ,https://www.jianjiaobuluo.com/content/2396
【工友原创】我是一架机器|呐喊,2015-06-27 09:56,,https://www.jianjiaobuluo.com/content/2395
【女工故事】她，一只笼中的鸟,2015-06-27 09:40,女工故事 ,https://www.jianjiaobuluo.com/content/2394
因负债缀学，打零时工，靠政府救济度日...,2015-06-26 16:31,美国女工 ,https://www.jianjiaobuluo.com/content/2413
未婚生子不能上户口？她选择网上众筹4万...,2015-06-26 13:45,未婚生子 ,https://www.jianjiaobuluo.com/content/2406
筹罚款，给一个上不了户口的新生儿,2015-06-26 13:27,未婚生子 ,https://www.jianjiaobuluo.com/content/2410
“未婚生子”筹罚款被迫下架，我们决定...,2015-06-26 12:48,未婚生子 ,https://www.jianjiaobuluo.com/content/2407
探访中国最穷困人口：吃米饭和肉都奢侈,2015-06-26 12:19,,https://www.jianjiaobuluo.com/content/2403
欢乐的背后——中国玩具工人的汗水与血...,2015-06-26 10:29,玩具工人 ,https://www.jianjiaobuluo.com/content/2405
《侏罗纪世界》女主穿高跟鞋跑赢霸王龙...,2015-06-25 16:31,性别歧视 ,https://www.jianjiaobuluo.com/content/2391
痛经更痛心,2015-06-25 14:57,小磊打工记  ,https://www.jianjiaobuluo.com/content/2363
我和董先生相遇，虽约定彼此独立，却活...,2015-06-25 12:42,爱情 ,https://www.jianjiaobuluo.com/content/2388
庆盛工人：希望公司真正承担起你们所标...,2015-06-24 17:32,庆盛 ,https://www.jianjiaobuluo.com/content/2380
反手摸肚脐就是好身材，这是什么鬼！？,2015-06-24 14:41,炫腹 ,https://www.jianjiaobuluo.com/content/2377
【组图】一个尘肺病家庭的爱与绝望,2015-06-24 09:00,尘肺病 ,https://www.jianjiaobuluo.com/content/2373
